zh_name,en_name
中国远征军 - 突击小队,Chinese Expeditionary Force - Assault Team
死亡守护者,DeathKeep
魔鬼英豪,Revenant
三国世界,TKWORLD
众牌的战争：罗马,Wars of Cards: ROMA
重装刺客,Heavy Armored Assassin
繁华拼图2,Jigsaw Boom 2
拯救小美,Saving Mei
隐藏的鬼城,Hidden Ghost Town
异星生存,Alien Planet Survival
象棋派对,Chinese Chess Party
世界征服者-成吉思汗,World Conqueror - Genghis Khan
惊魂日记,FrightDiary
溯源之塔,Tower of Traceability
未知之路,Unknown Ways
车辆对战僵尸,Vehicle Beat Zombie
血流成河,BLOOD RITE
破洞小世界 呆望窗,Hole Small World
绝路狂飙,Death Road
穿梭世界,Shuttle World
霍格沃茨之遗,Hogwarts Legacy
原子之心,Atomic Heart
八方旅人2,Octopath Traveler 2
如龙：维新 极,Like a Dragon: Ishin!
狂野之心,Wild Hearts
英雄连3,Company of Heroes 3
火星孤征,Deliver Us Mars
通神榜,Taoist of Legend
坎巴拉太空计划2,Kerbal Space Program 2
寄梦远方,SEASON: A letter to the future
赛道狂飙,Trackmania
海绵宝宝：震撼宇宙,SpongeBob SquarePants: The Cosmic Shake
泰坦工业,Industries of Titan
少女魔净,Gal Guardians: Demon Purge
征服荣耀,Gloria Victis
中华一商,East Trade Tycoon
咒语力量：征服埃欧大陆,SpellForce: Conquest of Eo
数码宝贝世界：Next Order,Digimon World: Next Order
厨师生涯,Chef Life - A Restaurant Simulator
狂野西部时代,Wild West Dynasty
勇者赶时间,Brave's Rage
工人物语：新兴同盟,The Settlers: New Allies
大衍江湖,Evolution Of JiangHu
致命杀戮俱乐部,DEAD CIDE CLUB
我是你们的总统,I Am Your President
守护之剑,Soul Guardians
天底,Nadir: A Grimdark Deckbuilder
残缺宇宙,Broken Universe
法老王：新纪元,Pharaoh: A New Era
维度之间,Interdimension
洛蕾塔,Loretta
怒火橄榄球3,Blood Bowl 3
白之旅,Blanc
重装集结：二战,Heavyarms Assemble: WWII
加雷利亚的地下迷宫：月球协会,Labyrinth of Galleria: The Moon Society
沙尘与霓虹,Dust & Neon
魔塔少女,Magic Tower Maidens
原型,PROTOTYPE
合并和刀片,Merge & Blade
雷电4x米卡多混音版,Raiden IV x Mikado Remix
斯内克神庙,Temple Of Snek
林山海探案集,The Adventures of LinShanHai
以弗所,Ephesus
小恐龙大冒险卡丁车,Gigantosaurus: Dino Kart
僵尸特攻队,Zombie Squad
百鬼幻想記,100 Demon Fantasia
格温的传说,The Legend of Gwen
星际工厂2,Idle interstellar Factory 2
狐狸英雄崛起,Rise of Fox Hero
万仙萌,Ten Thousand Immortals
形状调色板,Shape Palette
鉄之海老,TetsunoEbi
看门狗：军团,Watch Dogs Legion
死亡空间：重制版,Dead Space: Remake
觅长生,MCS
幽灵行动：断点,Ghost Recon Breakpoint
飞越13号房,BREAKOUT 13
海贼王：时光旅诗,One Piece Odyssey
女神异闻录3：携带版,Persona 3: Portable
风帆纪元,Sailing Era
天外武林,Traveler of Wuxia
江湖十一,Jianghu 11
方寸文明,Tiny Civilization
幸运房东,Luck be a Landlord
黄老饼梦游惊奇,Bing in Wonderland
英雄传说：黎之轨迹2,The Legend of Heroes: Crimson Sin
奥西里斯：新黎明,Osiris: New Dawn
无垠之心,A Space for the Unbound
隐秘的角落,YinMiDeJiaoLuo
微光之镜,Glimmer in Mirror
终极海军上将：无畏舰,Ultimate Admiral: Dreadnoughts
无人生还,No One Survived
寂静村的孩子们,Children of Silentown
轩辕剑外传：汉之云,XuanYuan Sword: Han Cloud
幻想三国志：天元异事录,Fantasia Sango Historians
轩辕剑外传：云之遥,XuanYuan Sword: Faraway Of Clouds
僭越：无光之日,Arrogation: Unlight of Day
新星岛物语,Novastella Island
重返深渊,Return to abyss
创意汉堡物语,Burger Bistro Story
因狄斯的谎言,Indies Lies
毛线圈,WooLoop
轩辕剑5,XuanYuan Sword V
二战重建者,WW2 Rebuilder
超次元游戏 海王星 姐妹对决,Neptunia: Sisters VS Sisters
水之城,Aquatico
魔法剑士,Mahokenshi
奉天白事铺,Fengtian
邪恶AI模拟器,Rogue AI Simulator
航海日记2,Uncharged Ocean 2
黄泉：孤岛惊魂,Underworld Island
加拉哈德3093,GALAHAD 3093
龙背上的农家,Drago Noka
奇门遁甲,Qimendunjia
寻找爱丽丝！,Alice Escaped
领地：种田与征战,Territory: Farming and Fighting
我要写小说,Writer's Life
混沌银河2,Chaos Galaxy 2
逆袭：月亮骑士,Vengeful Guardian: Moonrider
电子竞技拳击俱乐部,eSports Boxing Club
穿行者,Gatewalkers
歪小子斯科特对抗全世界,Scott Pilgrim vs. The World
模拟铁路2021,SimRail 2021 - The Railway Simulator
战锤西格玛纪元：灵魂竞技场,Warhammer Age of Sigmar: Soul Arena
阿特里奥：黑暗的荒野,Atrio: The Dark Wild
三国立志传,Three Kingdoms Story
拿破仑少女,Napoleon Maiden
回溯勇者,Backdate Hero
鞭炮&烟花：春节模拟器,Firecrackers&fireworks：china new year simulation
安魂战棋,Soul Wargame
工兵：拆弹模拟器,Sapper - Defuse The Bomb Simulator
笨拙的英雄,Clunky Hero
星环之诗,Star Ring
JETT：遥远彼岸,JETT: The Far Shore
十大力量,Power of Ten
我们是看守者,We Are The Caretakers
地球阴影,Earth's Shadow
幻境咖啡馆,reamland coffee
创业王,C.E.O
女妖联盟,Idle Banshee Alliance
黑棉花：悟能,Black cotton: Wuneng
阴阳林,Creepy Forest
跨空间探索者,The Multi-Medium
战机：太平洋战场,Warplanes: Battles over Pacific
我委托了一些兔子,I commissioned some bunnies
村庄与女巫,Village and The Witch
创意游戏机,Creative Console
虚空灵药园,Lingyao Garden
骑士的纸牌2,Knight Solitaire 2
发条人惊魂夜,Wind Up
锁在心里,Locked In Mind
木星系统,The Jovian System
双线交锋：新世界,Double Line Confrontation：New World
玩具制造商布拉姆,Bram The Toymaker
国产手机帝国,Mobile phone empire
百钥达君心,100 Keys To Your Heart
神奇躲避球,Odd Ballers
星际飞行员2,Interstellar Pilot 2
松鼠发射器,Squirrel Launcher
细胞内部,In Cell
暗夜迷宫,Dark Night Maze
原罪,Sin
永远的母舰,Mothership Forever
地牢漫步,DUNGEON WALK
风筝冲浪专业版,Kiteboarding Pro
异界太空猫,The Alien Space Cat
甘达尔传奇2,The Legend of Gandar II
老鼠的梦,Mouse Dreams
人工智能Emel,Augmented Introspection: Emel
刺客信条：英灵殿,Assassin's Creed: Valhalla
木卫四协议,The Callisto Protocol
极品飞车22：不羁,Need for Speed: Unbound
最终幻想7：核心危机 重聚,Crisis Core - Final Fantasy VII Reunion
渡神纪：芬尼斯崛起,Immortals: Fenyx Rising
多多自走棋,Auto Chess
漫威暗夜之子,Marvel Midnight Suns
药剂工艺：炼金术士模拟器,Potion Craft: Alchemist Simulator
查尔斯小火车,Choo-Choo Charles
宿命残响,Chained Echoes
伊克西翁IXION,IXION
天命奇御：归途,Fate seeker: Journey
森林四重奏,The Forest Quartet
真探,Zhentan
人格解体,Depersonalization
矮人要塞,Dwarf Fortress
北欧之烬：诸神黄昏幸存者,Nordic Ashes: Survivors of Ragnarok
你好邻居2,Hello Neighbor 2
荣誉骑士2–君主,Knights of Honor II – Sovereign
冠军冲刺,Roller Champions
武士少女,SAMURAI MAIDEN
黑羊,Black Sheep
苍之彼方的四重奏 EXTRA2,Aokana - Four Rhythms Across the Blue - EXTRA2
青夏轨迹,Aonatsu Line
女巫悲歌,BLACKTAIL
太古之火,Prime of Flames
热血少女2,River City Girls 2
失眠,Insomnia: Theater in the Head
雪场大亨,Snowtopia: Ski Resort Builder
灾难乐队,Disaster Band
足球经理人,Soccer Clubs
达芬奇密室3,The House of Da Vinci 3
僵尸塔防,Zombie Defence TD
山的桃源乡，海的乌托邦,The Neverland of the Mountain and Sea
疯狂宠物秀,The Crackpet Show
提西探险社,Ticy Adventure Club
王国围攻,Warlords: Under Siege
海岸桃源：文明之种,Kainga
矮人通天塔,Dwarven Skykeep
开拓神秘岛DX,Beastie Bay DX
死灵保安,NecroBouncer
战地奇兵,Raid of Battlefield
咕喵怪物,Goonya Monster
魔法大师：重制版,Master of Magic
温泉物语2,Hot Springs Story 2
扫雷俄罗斯方块,MineSweeper Tetris
浪漫沙加：吟游诗人之歌 重制版,Romancing SaGa -Minstrel Song- Remastered
名酱三国,MingJiangSanGuo
海浪物语,Wavetale
现代水面作战,MODERN NAVAL COMBAT
军事冲突：越南,Military Conflict: Vietnam
汉字大冒险,HZDMX
焕然一新：清道夫模拟器,Fresh Start Cleaning Simulator
原点计划：序章,Bio Prototype:Prologue
魔法少女小羊,Sheep in Dreams
终结国度,End State
大洪水的故事,The Story of The Flood
地狱之种：第一章,HELLSEED: Chapter 1
喷射史罗斯,Turbo Sloths
白色哀悼：灰域美术馆,White Mourning: Museum In Pale
女巫史诗,Gastova: The Witches of Arkana
蔓不生长,Antivine
十三月的双子姬,The 13th month
与魔共舞,Dance with Devils
武林鸡侠传,Chicken Hero in Wulin
灰区,Gray Zone
死亡在下,Death Below
幻境恋人,Fairy tale plan
江湖百异图,jianghubaiyitu
栈道模拟,Plank Road
心跳度假屋,Doki Doki House
蛾湖诡谜,Moth Lake: A Horror Story
众神之灵,Ragnarok: Fallen Legends
女神转生外传,Lasc Bible
自由人生模拟,Free Life Simulation
觉醒者,Awaken
帕拉小岛：传说时空,Palladise Island：Legendary Space
女神转生外传：原始福音,Lasc Bible：Gospel
女神转生外传：梦幻英雄,Lasc Bible：Hero
世界赛车2,World Racing 2 - Champion Edition
回音,Echo Our Voive
僵尸,THE JIANG SHI
连连看,Lian Lian Kan
迷失猫咪的旅程2,StrayCatDoors2
太空狂飙2,Space Haste 2
向往的方向,Rning Direction
天羽传奇,Legend of Feather
不可思议的大冒险奇尔诺见参！,bukesiyidedamaoxianqiernuocanjian
多比大冒险,Doobi's Adventure
子弹飞溅,Splatter
华夏五千年,huaxiawuqiannian
奥术之旅,Scholar of the Arcane Arts
蛛丝,Gossamer
坦克大战,tankedazhan
遥远寻踪2：丛林逃生,Faraway: Jungle Escape
索努西多：法师,Sonucido: The Mage
骑士与工匠,Knights and Craftsmen
我委托了一些蜜蜂12天,I commissioned some bees 12 Days
我委托了一些蜜蜂(降临节),I commissioned some bees (advent)
VR恐龙猎手,VR Dinosaur Hunter
史前魔兽,Prehistoric Warcraft
简单滚动,Simple Rolling
我是翼装人,Wingsuit Hero
时空旅法师,SHIKONGLVFASHI
推箱子,TuiXiangZi
VR赛马宝贝,VR Hourse Racing Sweetie
神秘追踪者16：铁石坠落珍藏版,Mystery Trackers: Fall of Iron Rock Collector's Edition
模拟经营我的大学,Be president of a university
小厨杂记,xiaochuzaji
VR翼龙,VR Pterosaur
尘世界,Dust world
黑匣,Dark Box
孤独行者,Lonely Walk
VR恐龙乒乓,VR Dinosaur Pingpong
泡泡运动会,Crazy World VR
五代十国之玉知,WuDaiShiGuoYuZhi
马丁与魔杖,Martin and the Magic Staff
是男人就上一百层,REAL MAN GOT 100
头顶篮球,Head Basketball
钢铁联盟,The Iron Union
我想要登顶,I wanna Reach the TOP
VR恐龙入侵小人国,VR Dinosaur Invasion
迷你高尔夫,Minigolf
疯狂旋转,Crazy Rotate
街头排球 - 邀请,Street volleyball - Invitation
单人桥牌,Contract Bridge Solo
攻城夺将CFG,Combat for General
边境逃亡,border escape
东湖塘历险记,East Lake Pond
机器人托莫德,Robot Tormod
颜色精灵,White
逆光追竹,Turn back the clock: Hsinchu
蜘蛛侠：迈尔斯·莫拉莱斯,SpiderMan:Miles Morales
暗邪西部,Evil West
侠之道,Path Of Wuxia
战锤40K：暗潮,"Warhammer 40,000: Darktide"
索尼克：未知边境,Sonic:Frontiers
皇家骑士团：重生,Tactics Ogre: Reborn
北欧女神,VALKYRIE ELYSIUM
孤岛危机3：复刻版,Crysis 3 Remastered
警察模拟器：巡警,Police Simulator: Patrol Officers
灵魂石幸存者,Soulstone Survivors
孤岛危机2：复刻版,Crysis 2 Remastered
镇邪,ZhenXie
同舟共济,Ship of Fools
足球经理2023,Football Manager 2023
再往左一点,A Little To The Left
霓虹入侵者,From Space
使命召唤：战区2,Call of Duty Warzone 2.0
英勇无厌,Bravery and Greed
铳墓G.O.R.E.,GUNGRAVE G.O.R.E.
黑相集：心中魔,The Dark Pictures Anthology: The Devil in Me
天选者,TRAHA
冰封之焰,Frozen Flame
班迪与暗黑重生,Bendy and the Dark Revival
领主故事,Lords and Villeins
单色莫比乌斯 刻之代赎,Monochrome Mobius: Rights and Wrongs Forgotten
东方：平野孤鸿,Moment in East
岛群时代,Floodland
萨默维尔,Somerville
星辰沙海,Starsand
怨念,Malice
FIA世界汽车拉力锦标赛：新世代,WRC Generations
森丘露营地物语,Forest Camp Story
像素哥3,McPixel 3
魔骑少女,The Knight Witch
猫与众生,Cats and the Other Lives
网球俱乐部物语,Tennis Club Story
鬼魂之歌,Ghost Song
荒野之地2：新大陆,Wild Terra 2: New Lands
闪耀滑雪场物语,Shiny Ski Resort
哆啦A梦：牧场物语2,DORAEMON STORY OF SEASONS 2
孙美琪疑案：雨儿胡同,SMQYA
建安外史,The Tales of Jian An
兵马俑,TERRACOTTA
目盲,Blind
猫次郎,Meowjiro
机场大亨,Sky Haven Tycoon - Airport Simulator
喵之旅人,Kitty May Cry
雨夜屠夫,Rainy Butcher
星骑：亘古时空,Fabular: Once upon a Spacetime
共性,Common'hood
残世界的鸢尾花,YuanWeiHua
安提阿：猩红海湾,Antioch: Scarlet Bay
神医,Dr. Chatelet: Faith
夕日航路,Sunset Routes
孙美琪疑案 2019,MeiQi 2019
东方梦无境,Touhou: Dreamland of Infinity
攀登者：天空是极限,Climber: Sky is the Limit
伊甸门：生命边界,EDENGATE: The Edge of Life
职业篮球经理2023,Pro Basketball Manager 2023
雅达利50周年纪念合集,Atari 50: The Anniversary Celebration
元气百响,Beat Rider
铭日记 重书,Mikoto Remake
倒立城市,Invercity
眼镜蛇凯2：道场崛起,Cobra Kai 2: Dojos Rising
蛮王与女武神,Muse&Barbarian
球了个棒,WHAT THE BAT?
轮回之理,MOBIUS THEORY
东方苍神缘起V,Touhou Soujinengi V -The Genius of Sappheiros-
粉碎：豪华重制版,Shatter Remastered Deluxe
冬蜃樓,Mirages of Winter
脆皮小狗,Crispy Puppy
进球！俱乐部经理,GOAL! The Club Manager
假日拼图：情人节,Holiday Jigsaw: Valentine's Day
早苗讨魔传X2,Sanae Toumaden X2
采矿工厂,Mining Factory
鸟居,Torii
汉堡拯救世界,Idle Hamburgers Save the World
制造者2021,PRODUCER (2021)
怪怪的,It's Kooky
1866年穿上金查群岛的铁衣,Clad in Iron Chincha Islands 1866
极地企鹅邮局,Polar Penguin Post
莱拉的故事,Lila's Tale and the Hidden Forest
水晶群岛,Crystalreach Islands
我委托了一些蜜蜂10,I commissioned some bees 10
你微笑的一百种样子,A hundred kinds of your smile
萌兽出击,My Little Miniatures
勇者被委託幹掉可惡的魔王，卻發現魔王有五個！？,Halod's adventure times
东方红雾缘起,Begin Of Scarlet Family
奇克八号盲目发射,Blind No.8 Chick Shoot
四季,Seasons
丛林守护者,Guardian of the jungle
形者,Shaper
圣诞仙境5,Christmas Wonderland 5
使命召唤20：现代战争3,Call of Duty: Modern Warfare 3
女神异闻录5：皇家版,Persona 5: The Royal
骑马与砍杀2：霸主,Mount & Blade II: Bannerlord
神秘海域：盗贼遗产合集,UNCHARTED: Legacy of Thieves Collection
使命召唤19：现代战争2,Call of Duty: Modern Warfare 2
瘟疫传说：安魂曲,A Plague Tale: Requiem
吸血鬼幸存者,Vampire Survivors
麻布仔大冒险,Sackboy：A Big Adventure
生化危机Re：Verse,Resident Evil Re:Verse
神之天平,ASTLIBRA Revision
十三月,Undecember
超级人类,SUPER PEOPLE
蔑视,Scorn
哥谭骑士,Gotham Knights
他人即地狱,Hell is Others
三角战略,Triangle Strategy
奇怪的RPG,Weird RPG
部落幸存者,Settlement Survival
大富翁11,RichMan 11
失落迷城：群星的诅咒,Asterigos
星之海洋：神圣力量,STAR OCEAN THE DIVINE FORCE
七龙珠 破界斗士,DRAGON BALL: THE BREAKERS
达喀尔拉力赛,Dakar Desert Rally
古惑狼4：时机已到,Crash Bandicoot 4 : It’s About Time
漫威终极逆转,Marvel Snap
星际海盗,Marauders
斗技场的阿利娜,Alina of the Arena
艺术家模拟器,SuchArt: Genius Artist Simulator
无主之地新传说,New Tales from the Borderlands
乐高积木传说,LEGO Bricktales
废土快递,WasteLand Express
虚空穹牢,Vault of the Void
"战锤40K：Shootas,Blood & Teef","Warhammer 40k: Shootas, Blood & Teef"
互联网原住民,Internet Generation
Cosmoteer：星际飞船设计师兼舰长,Cosmoteer: Starship Architect & Commander
龙鬼,Ghost of Dragon
装机模拟器2,PC Building Simulator 2
黄金神像案,The Case of the Golden Idol
黄金魁犬,Sunday Gold
NEO：美妙世界,NEO: The World Ends With You
最后指令,Last Command
发糖模拟器,Fhtagn Simulator
沙盒勇者,Craft Hero
巴特拉：家在何方,Batora: Lost Haven
打砖块：永恒之战,Arkanoid Eternal Battle
暴走恐龙,Terror of Hemasaurus
夜回三,Yomawari: Lost in the Dark
棒球学院物语,Home Run High
再见,Once Again
油尽航行,Fueled Up
最黑暗的故事,The Darkest Tales
超级力量3,SuperPower 3
邪教,CULTIC
苍穹雷霆：锁环,Azure Striker Gunvolt 3
夏日花火,Sparkling Memories
像素世界杯足球赛：终极版,Pixel Cup Soccer - Ultimate Edition
奇迹武器计划,Project Wunderwaffe
海平线 无尽旅程,Sea Horizon
三狐传说,Trifox
面具古墓,MianJuGuMu
二战地堡模拟器,WW2: Bunker Simulator
宝可梦TCG,Pokemon TCG
派对策划师,Wedding Designer
神父模拟,Priest Simulator
宇宙探险物语,Epic Astro Story
放置怪物边境,Idle Monster Frontier
剪纸公寓,Paper Cut Mansion
天球-飞升之城,Sphere - Flying Cities
百万乐曲物语,March to a Million
英雄不再3,No More Heros 3
混沌小队,CHAOS SQUAD
地狱钱汤,The Bathhouse
恐怖大亨,Horror Tycoon
超能机器人,Bibots
远离房子,Stay Out of the House
古巫竞技场,Ancient Witch Arena
陷洪大冒险,Pyramid Plunge
牺牲你的朋友,Sacrifice Your Friends
威洛谷的生活：农场历险记,Life in Willowdale: Farm Adventures
绿蝇侠,BLOWFLY
影子英雄,Shadow Heroes
阿加尔塔,Agarta
尼克动画卡丁赛车3：史莱姆跑道,Nickelodeon Kart Racers 3: Slime Speedway
血海雷霆,I SEE RED
捉鬼敢死队：灵魂释放,Ghostbusters: Spirits Unleashed
迷石地牢,Stonegeon
安全壳,Dead Containment
赛博地下城,Idle Cyber Dungeon
骨链,SKULL CHAINZ
疯狂实验2：密室逃脱,Mad Experiments 2: Escape Room
小林家的龙女仆,The maid dragon of Kobayashi-san
纵横,Zongheng
末日竟在我身边3,Zombies Everywhere 3
幻灵岛,Fantasy Sprite Island
极深之渊,Deep Abyss
神技盗来,KAMIWAZA TOURAI
幻想女武神,Valkyrie of Phantasm
超级公司,Super Company
殖民计划：火星2120,Project Colonies: MARS 2120
